Environment;Tab;SubTab;Role Index;Role;Permission Index;Permission;Value
devinternal;Materials;;19;PMP test;1;Manage Material Libraries;0
devinternal;Materials;;19;PMP test;2;View Materials;0
devinternal;Materials;;19;PMP test;3;Add Materials;0
devinternal;Materials;;19;PMP test;4;Edit Materials;0
devinternal;Materials;;19;PMP test;5;Delete Materials;0
devinternal;Materials;;19;PMP test;6;Export Materials;0
devinternal;Materials;;20;ReseachCenterManager;1;Manage Material Libraries;0
devinternal;Materials;;20;ReseachCenterManager;2;View Materials;1
devinternal;Materials;;20;ReseachCenterManager;3;Add Materials;1
devinternal;Materials;;20;ReseachCenterManager;4;Edit Materials;1
devinternal;Materials;;20;ReseachCenterManager;5;Delete Materials;1
devinternal;Materials;;20;ReseachCenterManager;6;Export Materials;1
devinternal;Materials;;21;ResearchCenterUser;1;Manage Material Libraries;0
devinternal;Materials;;21;ResearchCenterUser;2;View Materials;1
devinternal;Materials;;21;ResearchCenterUser;3;Add Materials;1
devinternal;Materials;;21;ResearchCenterUser;4;Edit Materials;0
devinternal;Materials;;21;ResearchCenterUser;5;Delete Materials;0
devinternal;Materials;;21;ResearchCenterUser;6;Export Materials;1
devinternal;Materials;;22;ResearchCenterViewer;1;Manage Material Libraries;0
devinternal;Materials;;22;ResearchCenterViewer;2;View Materials;1
devinternal;Materials;;22;ResearchCenterViewer;3;Add Materials;0
devinternal;Materials;;22;ResearchCenterViewer;4;Edit Materials;0
devinternal;Materials;;22;ResearchCenterViewer;5;Delete Materials;0
devinternal;Materials;;22;ResearchCenterViewer;6;Export Materials;1
devinternal;Materials;;23;Sign & 2 Stage Review;1;Manage Material Libraries;0
devinternal;Materials;;23;Sign & 2 Stage Review;2;View Materials;0
devinternal;Materials;;23;Sign & 2 Stage Review;3;Add Materials;0
devinternal;Materials;;23;Sign & 2 Stage Review;4;Edit Materials;0
devinternal;Materials;;23;Sign & 2 Stage Review;5;Delete Materials;0
devinternal;Materials;;23;Sign & 2 Stage Review;6;Export Materials;0
devinternal;Materials;;24;Sign & Close;1;Manage Material Libraries;0
devinternal;Materials;;24;Sign & Close;2;View Materials;0
devinternal;Materials;;24;Sign & Close;3;Add Materials;0
devinternal;Materials;;24;Sign & Close;4;Edit Materials;0
devinternal;Materials;;24;Sign & Close;5;Delete Materials;0
devinternal;Materials;;24;Sign & Close;6;Export Materials;0
devinternal;Materials;;25;Standard User NON-GxP;1;Manage Material Libraries;0
devinternal;Materials;;25;Standard User NON-GxP;2;View Materials;0
devinternal;Materials;;25;Standard User NON-GxP;3;Add Materials;0
devinternal;Materials;;25;Standard User NON-GxP;4;Edit Materials;0
devinternal;Materials;;25;Standard User NON-GxP;5;Delete Materials;0
devinternal;Materials;;25;Standard User NON-GxP;6;Export Materials;0
devinternal;Materials;;26;Super User;1;Manage Material Libraries;0
devinternal;Materials;;26;Super User;2;View Materials;1
devinternal;Materials;;26;Super User;3;Add Materials;1
devinternal;Materials;;26;Super User;4;Edit Materials;1
devinternal;Materials;;26;Super User;5;Delete Materials;1
devinternal;Materials;;26;Super User;6;Export Materials;1
devinternal;Materials;;27;Super User Admin;1;Manage Material Libraries;0
devinternal;Materials;;27;Super User Admin;2;View Materials;0
devinternal;Materials;;27;Super User Admin;3;Add Materials;0
devinternal;Materials;;27;Super User Admin;4;Edit Materials;0
devinternal;Materials;;27;Super User Admin;5;Delete Materials;0
devinternal;Materials;;27;Super User Admin;6;Export Materials;0
devinternal;Materials;;28;Template Manager;1;Manage Material Libraries;0
devinternal;Materials;;28;Template Manager;2;View Materials;0
devinternal;Materials;;28;Template Manager;3;Add Materials;0
devinternal;Materials;;28;Template Manager;4;Edit Materials;0
devinternal;Materials;;28;Template Manager;5;Delete Materials;0
devinternal;Materials;;28;Template Manager;6;Export Materials;0
devinternal;Materials;;29;test;1;Manage Material Libraries;0
devinternal;Materials;;29;test;2;View Materials;0
devinternal;Materials;;29;test;3;Add Materials;0
devinternal;Materials;;29;test;4;Edit Materials;0
devinternal;Materials;;29;test;5;Delete Materials;0
devinternal;Materials;;29;test;6;Export Materials;0
devinternal;Inventory;Application;1;System Admin;1;Inventory App;1
devinternal;Inventory;Application;1;System Admin;2;Manage Inventory;1
devinternal;Inventory;Application;1;System Admin;3;Manage Inventory Attributes;1
devinternal;Inventory;Application;2;Inventory Admin;1;Inventory App;1
devinternal;Inventory;Application;2;Inventory Admin;2;Manage Inventory;1
devinternal;Inventory;Application;2;Inventory Admin;3;Manage Inventory Attributes;1
devinternal;Inventory;Application;3;Standard User;1;Inventory App;0
devinternal;Inventory;Application;3;Standard User;2;Manage Inventory;0
devinternal;Inventory;Application;3;Standard User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;4;Archivist;1;Inventory App;0
devinternal;Inventory;Application;4;Archivist;2;Manage Inventory;0
devinternal;Inventory;Application;4;Archivist;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;5;Disc Pharm Super User;1;Inventory App;0
devinternal;Inventory;Application;5;Disc Pharm Super User;2;Manage Inventory;0
devinternal;Inventory;Application;5;Disc Pharm Super User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;6;Disc Pharm User;1;Inventory App;0
devinternal;Inventory;Application;6;Disc Pharm User;2;Manage Inventory;0
devinternal;Inventory;Application;6;Disc Pharm User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;7;FL-Approver;1;Inventory App;0
devinternal;Inventory;Application;7;FL-Approver;2;Manage Inventory;0
devinternal;Inventory;Application;7;FL-Approver;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;8;FL-Archivist;1;Inventory App;0
devinternal;Inventory;Application;8;FL-Archivist;2;Manage Inventory;0
devinternal;Inventory;Application;8;FL-Archivist;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;9;FL-Author;1;Inventory App;0
devinternal;Inventory;Application;9;FL-Author;2;Manage Inventory;0
devinternal;Inventory;Application;9;FL-Author;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;10;Gxp Recipe Builder;1;Inventory App;0
devinternal;Inventory;Application;10;Gxp Recipe Builder;2;Manage Inventory;0
devinternal;Inventory;Application;10;Gxp Recipe Builder;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;11;GxP Std User;1;Inventory App;1
devinternal;Inventory;Application;11;GxP Std User;2;Manage Inventory;0
devinternal;Inventory;Application;11;GxP Std User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;12;GxP Superuser;1;Inventory App;0
devinternal;Inventory;Application;12;GxP Superuser;2;Manage Inventory;0
devinternal;Inventory;Application;12;GxP Superuser;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;13;Gxp-Active Directory Sync Test Role;1;Inventory App;0
devinternal;Inventory;Application;13;Gxp-Active Directory Sync Test Role;2;Manage Inventory;0
devinternal;Inventory;Application;13;Gxp-Active Directory Sync Test Role;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;14;HELM User;1;Inventory App;0
devinternal;Inventory;Application;14;HELM User;2;Manage Inventory;0
devinternal;Inventory;Application;14;HELM User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;15;Janssen Internal User;1;Inventory App;0
devinternal;Inventory;Application;15;Janssen Internal User;2;Manage Inventory;0
devinternal;Inventory;Application;15;Janssen Internal User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;16;LAC User;1;Inventory App;0
devinternal;Inventory;Application;16;LAC User;2;Manage Inventory;0
devinternal;Inventory;Application;16;LAC User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;17;ML Key User;1;Inventory App;0
devinternal;Inventory;Application;17;ML Key User;2;Manage Inventory;0
devinternal;Inventory;Application;17;ML Key User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;18;Non-GxP Standard User;1;Inventory App;0
devinternal;Inventory;Application;18;Non-GxP Standard User;2;Manage Inventory;0
devinternal;Inventory;Application;18;Non-GxP Standard User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;19;PMP test;1;Inventory App;1
devinternal;Inventory;Application;19;PMP test;2;Manage Inventory;0
devinternal;Inventory;Application;19;PMP test;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;20;ReseachCenterManager;1;Inventory App;0
devinternal;Inventory;Application;20;ReseachCenterManager;2;Manage Inventory;0
devinternal;Inventory;Application;20;ReseachCenterManager;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;21;ResearchCenterUser;1;Inventory App;0
devinternal;Inventory;Application;21;ResearchCenterUser;2;Manage Inventory;0
devinternal;Inventory;Application;21;ResearchCenterUser;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;22;ResearchCenterViewer;1;Inventory App;0
devinternal;Inventory;Application;22;ResearchCenterViewer;2;Manage Inventory;0
devinternal;Inventory;Application;22;ResearchCenterViewer;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;23;Sign & 2 Stage Review;1;Inventory App;0
devinternal;Inventory;Application;23;Sign & 2 Stage Review;2;Manage Inventory;0
devinternal;Inventory;Application;23;Sign & 2 Stage Review;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;24;Sign & Close;1;Inventory App;0
devinternal;Inventory;Application;24;Sign & Close;2;Manage Inventory;0
devinternal;Inventory;Application;24;Sign & Close;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;25;Standard User NON-GxP;1;Inventory App;0
devinternal;Inventory;Application;25;Standard User NON-GxP;2;Manage Inventory;0
devinternal;Inventory;Application;25;Standard User NON-GxP;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;26;Super User;1;Inventory App;0
devinternal;Inventory;Application;26;Super User;2;Manage Inventory;0
devinternal;Inventory;Application;26;Super User;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;27;Super User Admin;1;Inventory App;0
devinternal;Inventory;Application;27;Super User Admin;2;Manage Inventory;0
devinternal;Inventory;Application;27;Super User Admin;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;28;Template Manager;1;Inventory App;0
devinternal;Inventory;Application;28;Template Manager;2;Manage Inventory;0
devinternal;Inventory;Application;28;Template Manager;3;Manage Inventory Attributes;0
devinternal;Inventory;Application;29;test;1;Inventory App;0
devinternal;Inventory;Application;29;test;2;Manage Inventory;0
devinternal;Inventory;Application;29;test;3;Manage Inventory Attributes;0
devinternal;Inventory;Locations;1;System Admin;1;Add Location;1
devinternal;Inventory;Locations;1;System Admin;2;Edit Location;1
devinternal;Inventory;Locations;1;System Admin;3;Move Location Contents;1
devinternal;Inventory;Locations;1;System Admin;4;Move Location;1
devinternal;Inventory;Locations;1;System Admin;5;Delete Location;1
devinternal;Inventory;Locations;2;Inventory Admin;1;Add Location;1
devinternal;Inventory;Locations;2;Inventory Admin;2;Edit Location;1
devinternal;Inventory;Locations;2;Inventory Admin;3;Move Location Contents;1
devinternal;Inventory;Locations;2;Inventory Admin;4;Move Location;1
devinternal;Inventory;Locations;2;Inventory Admin;5;Delete Location;1
devinternal;Inventory;Locations;3;Standard User;1;Add Location;0
devinternal;Inventory;Locations;3;Standard User;2;Edit Location;0
devinternal;Inventory;Locations;3;Standard User;3;Move Location Contents;0
devinternal;Inventory;Locations;3;Standard User;4;Move Location;0
devinternal;Inventory;Locations;3;Standard User;5;Delete Location;0
devinternal;Inventory;Locations;4;Archivist;1;Add Location;0
devinternal;Inventory;Locations;4;Archivist;2;Edit Location;0
devinternal;Inventory;Locations;4;Archivist;3;Move Location Contents;0
devinternal;Inventory;Locations;4;Archivist;4;Move Location;0
devinternal;Inventory;Locations;4;Archivist;5;Delete Location;0
devinternal;Inventory;Locations;5;Disc Pharm Super User;1;Add Location;0
devinternal;Inventory;Locations;5;Disc Pharm Super User;2;Edit Location;0
devinternal;Inventory;Locations;5;Disc Pharm Super User;3;Move Location Contents;0
devinternal;Inventory;Locations;5;Disc Pharm Super User;4;Move Location;0
devinternal;Inventory;Locations;5;Disc Pharm Super User;5;Delete Location;0
devinternal;Inventory;Locations;6;Disc Pharm User;1;Add Location;0
devinternal;Inventory;Locations;6;Disc Pharm User;2;Edit Location;0
devinternal;Inventory;Locations;6;Disc Pharm User;3;Move Location Contents;0
devinternal;Inventory;Locations;6;Disc Pharm User;4;Move Location;0
devinternal;Inventory;Locations;6;Disc Pharm User;5;Delete Location;0
devinternal;Inventory;Locations;7;FL-Approver;1;Add Location;0
devinternal;Inventory;Locations;7;FL-Approver;2;Edit Location;0
devinternal;Inventory;Locations;7;FL-Approver;3;Move Location Contents;0
devinternal;Inventory;Locations;7;FL-Approver;4;Move Location;0
devinternal;Inventory;Locations;7;FL-Approver;5;Delete Location;0
devinternal;Inventory;Locations;8;FL-Archivist;1;Add Location;0
devinternal;Inventory;Locations;8;FL-Archivist;2;Edit Location;0
devinternal;Inventory;Locations;8;FL-Archivist;3;Move Location Contents;0
devinternal;Inventory;Locations;8;FL-Archivist;4;Move Location;0
devinternal;Inventory;Locations;8;FL-Archivist;5;Delete Location;0
devinternal;Inventory;Locations;9;FL-Author;1;Add Location;0
devinternal;Inventory;Locations;9;FL-Author;2;Edit Location;0
devinternal;Inventory;Locations;9;FL-Author;3;Move Location Contents;0
devinternal;Inventory;Locations;9;FL-Author;4;Move Location;0
devinternal;Inventory;Locations;9;FL-Author;5;Delete Location;0
devinternal;Inventory;Locations;10;Gxp Recipe Builder;1;Add Location;0
devinternal;Inventory;Locations;10;Gxp Recipe Builder;2;Edit Location;0
devinternal;Inventory;Locations;10;Gxp Recipe Builder;3;Move Location Contents;0
devinternal;Inventory;Locations;10;Gxp Recipe Builder;4;Move Location;0
devinternal;Inventory;Locations;10;Gxp Recipe Builder;5;Delete Location;0
devinternal;Inventory;Locations;11;GxP Std User;1;Add Location;0
devinternal;Inventory;Locations;11;GxP Std User;2;Edit Location;0
devinternal;Inventory;Locations;11;GxP Std User;3;Move Location Contents;0
devinternal;Inventory;Locations;11;GxP Std User;4;Move Location;0
devinternal;Inventory;Locations;11;GxP Std User;5;Delete Location;0
devinternal;Inventory;Locations;12;GxP Superuser;1;Add Location;0
devinternal;Inventory;Locations;12;GxP Superuser;2;Edit Location;0
devinternal;Inventory;Locations;12;GxP Superuser;3;Move Location Contents;0
devinternal;Inventory;Locations;12;GxP Superuser;4;Move Location;0
devinternal;Inventory;Locations;12;GxP Superuser;5;Delete Location;0
devinternal;Inventory;Locations;13;Gxp-Active Directory Sync Test Role;1;Add Location;0
devinternal;Inventory;Locations;13;Gxp-Active Directory Sync Test Role;2;Edit Location;0
devinternal;Inventory;Locations;13;Gxp-Active Directory Sync Test Role;3;Move Location Contents;0
devinternal;Inventory;Locations;13;Gxp-Active Directory Sync Test Role;4;Move Location;0
devinternal;Inventory;Locations;13;Gxp-Active Directory Sync Test Role;5;Delete Location;0
devinternal;Inventory;Locations;14;HELM User;1;Add Location;0
devinternal;Inventory;Locations;14;HELM User;2;Edit Location;0
devinternal;Inventory;Locations;14;HELM User;3;Move Location Contents;0
devinternal;Inventory;Locations;14;HELM User;4;Move Location;0
devinternal;Inventory;Locations;14;HELM User;5;Delete Location;0
devinternal;Inventory;Locations;15;Janssen Internal User;1;Add Location;0
devinternal;Inventory;Locations;15;Janssen Internal User;2;Edit Location;0
devinternal;Inventory;Locations;15;Janssen Internal User;3;Move Location Contents;0
devinternal;Inventory;Locations;15;Janssen Internal User;4;Move Location;0
devinternal;Inventory;Locations;15;Janssen Internal User;5;Delete Location;0
devinternal;Inventory;Locations;16;LAC User;1;Add Location;0
devinternal;Inventory;Locations;16;LAC User;2;Edit Location;0
devinternal;Inventory;Locations;16;LAC User;3;Move Location Contents;0
devinternal;Inventory;Locations;16;LAC User;4;Move Location;0
devinternal;Inventory;Locations;16;LAC User;5;Delete Location;0
devinternal;Inventory;Locations;17;ML Key User;1;Add Location;0
devinternal;Inventory;Locations;17;ML Key User;2;Edit Location;0
devinternal;Inventory;Locations;17;ML Key User;3;Move Location Contents;0
devinternal;Inventory;Locations;17;ML Key User;4;Move Location;0
devinternal;Inventory;Locations;17;ML Key User;5;Delete Location;0
devinternal;Inventory;Locations;18;Non-GxP Standard User;1;Add Location;0
devinternal;Inventory;Locations;18;Non-GxP Standard User;2;Edit Location;0
devinternal;Inventory;Locations;18;Non-GxP Standard User;3;Move Location Contents;0
devinternal;Inventory;Locations;18;Non-GxP Standard User;4;Move Location;0
devinternal;Inventory;Locations;18;Non-GxP Standard User;5;Delete Location;0
devinternal;Inventory;Locations;19;PMP test;1;Add Location;0
devinternal;Inventory;Locations;19;PMP test;2;Edit Location;0
devinternal;Inventory;Locations;19;PMP test;3;Move Location Contents;0
devinternal;Inventory;Locations;19;PMP test;4;Move Location;0
devinternal;Inventory;Locations;19;PMP test;5;Delete Location;0
devinternal;Inventory;Locations;20;ReseachCenterManager;1;Add Location;1
devinternal;Inventory;Locations;20;ReseachCenterManager;2;Edit Location;0
devinternal;Inventory;Locations;20;ReseachCenterManager;3;Move Location Contents;0
devinternal;Inventory;Locations;20;ReseachCenterManager;4;Move Location;0
devinternal;Inventory;Locations;20;ReseachCenterManager;5;Delete Location;0
devinternal;Inventory;Locations;21;ResearchCenterUser;1;Add Location;1
devinternal;Inventory;Locations;21;ResearchCenterUser;2;Edit Location;0
devinternal;Inventory;Locations;21;ResearchCenterUser;3;Move Location Contents;0
devinternal;Inventory;Locations;21;ResearchCenterUser;4;Move Location;0
devinternal;Inventory;Locations;21;ResearchCenterUser;5;Delete Location;0
devinternal;Inventory;Locations;22;ResearchCenterViewer;1;Add Location;0
devinternal;Inventory;Locations;22;ResearchCenterViewer;2;Edit Location;0
devinternal;Inventory;Locations;22;ResearchCenterViewer;3;Move Location Contents;0
devinternal;Inventory;Locations;22;ResearchCenterViewer;4;Move Location;0
devinternal;Inventory;Locations;22;ResearchCenterViewer;5;Delete Location;0
devinternal;Inventory;Locations;23;Sign & 2 Stage Review;1;Add Location;0
devinternal;Inventory;Locations;23;Sign & 2 Stage Review;2;Edit Location;0
devinternal;Inventory;Locations;23;Sign & 2 Stage Review;3;Move Location Contents;0
devinternal;Inventory;Locations;23;Sign & 2 Stage Review;4;Move Location;0
devinternal;Inventory;Locations;23;Sign & 2 Stage Review;5;Delete Location;0
devinternal;Inventory;Locations;24;Sign & Close;1;Add Location;0
devinternal;Inventory;Locations;24;Sign & Close;2;Edit Location;0
devinternal;Inventory;Locations;24;Sign & Close;3;Move Location Contents;0
devinternal;Inventory;Locations;24;Sign & Close;4;Move Location;0
devinternal;Inventory;Locations;24;Sign & Close;5;Delete Location;0
devinternal;Inventory;Locations;25;Standard User NON-GxP;1;Add Location;0
devinternal;Inventory;Locations;25;Standard User NON-GxP;2;Edit Location;0
devinternal;Inventory;Locations;25;Standard User NON-GxP;3;Move Location Contents;0
devinternal;Inventory;Locations;25;Standard User NON-GxP;4;Move Location;0
devinternal;Inventory;Locations;25;Standard User NON-GxP;5;Delete Location;0
devinternal;Inventory;Locations;26;Super User;1;Add Location;0
devinternal;Inventory;Locations;26;Super User;2;Edit Location;0
devinternal;Inventory;Locations;26;Super User;3;Move Location Contents;0
devinternal;Inventory;Locations;26;Super User;4;Move Location;0
devinternal;Inventory;Locations;26;Super User;5;Delete Location;0
devinternal;Inventory;Locations;27;Super User Admin;1;Add Location;0
devinternal;Inventory;Locations;27;Super User Admin;2;Edit Location;0
devinternal;Inventory;Locations;27;Super User Admin;3;Move Location Contents;0
devinternal;Inventory;Locations;27;Super User Admin;4;Move Location;0
devinternal;Inventory;Locations;27;Super User Admin;5;Delete Location;0
devinternal;Inventory;Locations;28;Template Manager;1;Add Location;0
devinternal;Inventory;Locations;28;Template Manager;2;Edit Location;0
devinternal;Inventory;Locations;28;Template Manager;3;Move Location Contents;0
devinternal;Inventory;Locations;28;Template Manager;4;Move Location;0
devinternal;Inventory;Locations;28;Template Manager;5;Delete Location;0
devinternal;Inventory;Locations;29;test;1;Add Location;0
devinternal;Inventory;Locations;29;test;2;Edit Location;0
devinternal;Inventory;Locations;29;test;3;Move Location Contents;0
devinternal;Inventory;Locations;29;test;4;Move Location;0
devinternal;Inventory;Locations;29;test;5;Delete Location;0
devinternal;Inventory;Containers;1;System Admin;1;Add Container;1
devinternal;Inventory;Containers;1;System Admin;2;Edit Container;1
devinternal;Inventory;Containers;1;System Admin;3;Aliquot Container;1
devinternal;Inventory;Containers;1;System Admin;4;Update Amount;1
devinternal;Inventory;Containers;1;System Admin;5;Export Containers;1
devinternal;Inventory;Containers;1;System Admin;6;Update Home;1
devinternal;Inventory;Containers;1;System Admin;7;Delete Container;1
devinternal;Inventory;Containers;1;System Admin;8;Final Dispose;1
devinternal;Inventory;Containers;2;Inventory Admin;1;Add Container;1
devinternal;Inventory;Containers;2;Inventory Admin;2;Edit Container;1
devinternal;Inventory;Containers;2;Inventory Admin;3;Aliquot Container;1
devinternal;Inventory;Containers;2;Inventory Admin;4;Update Amount;1
devinternal;Inventory;Containers;2;Inventory Admin;5;Export Containers;1
devinternal;Inventory;Containers;2;Inventory Admin;6;Update Home;1
devinternal;Inventory;Containers;2;Inventory Admin;7;Delete Container;1
devinternal;Inventory;Containers;2;Inventory Admin;8;Final Dispose;1
devinternal;Inventory;Containers;3;Standard User;1;Add Container;0
devinternal;Inventory;Containers;3;Standard User;2;Edit Container;0
devinternal;Inventory;Containers;3;Standard User;3;Aliquot Container;0
devinternal;Inventory;Containers;3;Standard User;4;Update Amount;0
devinternal;Inventory;Containers;3;Standard User;5;Export Containers;0
devinternal;Inventory;Containers;3;Standard User;6;Update Home;0
devinternal;Inventory;Containers;3;Standard User;7;Delete Container;0
devinternal;Inventory;Containers;3;Standard User;8;Final Dispose;0
devinternal;Inventory;Containers;4;Archivist;1;Add Container;0
devinternal;Inventory;Containers;4;Archivist;2;Edit Container;0
devinternal;Inventory;Containers;4;Archivist;3;Aliquot Container;0
devinternal;Inventory;Containers;4;Archivist;4;Update Amount;0
devinternal;Inventory;Containers;4;Archivist;5;Export Containers;0
devinternal;Inventory;Containers;4;Archivist;6;Update Home;0
devinternal;Inventory;Containers;4;Archivist;7;Delete Container;0
devinternal;Inventory;Containers;4;Archivist;8;Final Dispose;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;1;Add Container;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;2;Edit Container;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;3;Aliquot Container;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;4;Update Amount;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;5;Export Containers;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;6;Update Home;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;7;Delete Container;0
devinternal;Inventory;Containers;5;Disc Pharm Super User;8;Final Dispose;0
devinternal;Inventory;Containers;6;Disc Pharm User;1;Add Container;0
devinternal;Inventory;Containers;6;Disc Pharm User;2;Edit Container;0
devinternal;Inventory;Containers;6;Disc Pharm User;3;Aliquot Container;0
devinternal;Inventory;Containers;6;Disc Pharm User;4;Update Amount;0
devinternal;Inventory;Containers;6;Disc Pharm User;5;Export Containers;0
devinternal;Inventory;Containers;6;Disc Pharm User;6;Update Home;0
devinternal;Inventory;Containers;6;Disc Pharm User;7;Delete Container;0
devinternal;Inventory;Containers;6;Disc Pharm User;8;Final Dispose;0
devinternal;Inventory;Containers;7;FL-Approver;1;Add Container;0
devinternal;Inventory;Containers;7;FL-Approver;2;Edit Container;0
devinternal;Inventory;Containers;7;FL-Approver;3;Aliquot Container;0
devinternal;Inventory;Containers;7;FL-Approver;4;Update Amount;0
devinternal;Inventory;Containers;7;FL-Approver;5;Export Containers;0
devinternal;Inventory;Containers;7;FL-Approver;6;Update Home;0
devinternal;Inventory;Containers;7;FL-Approver;7;Delete Container;0
devinternal;Inventory;Containers;7;FL-Approver;8;Final Dispose;0
devinternal;Inventory;Containers;8;FL-Archivist;1;Add Container;0
devinternal;Inventory;Containers;8;FL-Archivist;2;Edit Container;0
devinternal;Inventory;Containers;8;FL-Archivist;3;Aliquot Container;0
devinternal;Inventory;Containers;8;FL-Archivist;4;Update Amount;0
devinternal;Inventory;Containers;8;FL-Archivist;5;Export Containers;0
devinternal;Inventory;Containers;8;FL-Archivist;6;Update Home;0
devinternal;Inventory;Containers;8;FL-Archivist;7;Delete Container;0
devinternal;Inventory;Containers;8;FL-Archivist;8;Final Dispose;0
devinternal;Inventory;Containers;9;FL-Author;1;Add Container;0
devinternal;Inventory;Containers;9;FL-Author;2;Edit Container;0
devinternal;Inventory;Containers;9;FL-Author;3;Aliquot Container;0
devinternal;Inventory;Containers;9;FL-Author;4;Update Amount;0
devinternal;Inventory;Containers;9;FL-Author;5;Export Containers;0
devinternal;Inventory;Containers;9;FL-Author;6;Update Home;0
devinternal;Inventory;Containers;9;FL-Author;7;Delete Container;0
devinternal;Inventory;Containers;9;FL-Author;8;Final Dispose;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;1;Add Container;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;2;Edit Container;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;3;Aliquot Container;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;4;Update Amount;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;5;Export Containers;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;6;Update Home;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;7;Delete Container;0
devinternal;Inventory;Containers;10;Gxp Recipe Builder;8;Final Dispose;0
devinternal;Inventory;Containers;11;GxP Std User;1;Add Container;1
devinternal;Inventory;Containers;11;GxP Std User;2;Edit Container;1
devinternal;Inventory;Containers;11;GxP Std User;3;Aliquot Container;0
devinternal;Inventory;Containers;11;GxP Std User;4;Update Amount;1
devinternal;Inventory;Containers;11;GxP Std User;5;Export Containers;1
devinternal;Inventory;Containers;11;GxP Std User;6;Update Home;0
devinternal;Inventory;Containers;11;GxP Std User;7;Delete Container;0
devinternal;Inventory;Containers;11;GxP Std User;8;Final Dispose;0
devinternal;Inventory;Containers;12;GxP Superuser;1;Add Container;0
devinternal;Inventory;Containers;12;GxP Superuser;2;Edit Container;0
devinternal;Inventory;Containers;12;GxP Superuser;3;Aliquot Container;0
devinternal;Inventory;Containers;12;GxP Superuser;4;Update Amount;0
devinternal;Inventory;Containers;12;GxP Superuser;5;Export Containers;0
devinternal;Inventory;Containers;12;GxP Superuser;6;Update Home;0
devinternal;Inventory;Containers;12;GxP Superuser;7;Delete Container;0
devinternal;Inventory;Containers;12;GxP Superuser;8;Final Dispose;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;1;Add Container;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;2;Edit Container;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;3;Aliquot Container;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;4;Update Amount;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;5;Export Containers;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;6;Update Home;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;7;Delete Container;0
devinternal;Inventory;Containers;13;Gxp-Active Directory Sync Test Role;8;Final Dispose;0
devinternal;Inventory;Containers;14;HELM User;1;Add Container;0
devinternal;Inventory;Containers;14;HELM User;2;Edit Container;0
devinternal;Inventory;Containers;14;HELM User;3;Aliquot Container;0
devinternal;Inventory;Containers;14;HELM User;4;Update Amount;0
devinternal;Inventory;Containers;14;HELM User;5;Export Containers;0
devinternal;Inventory;Containers;14;HELM User;6;Update Home;0
devinternal;Inventory;Containers;14;HELM User;7;Delete Container;0
devinternal;Inventory;Containers;14;HELM User;8;Final Dispose;0
devinternal;Inventory;Containers;15;Janssen Internal User;1;Add Container;0
devinternal;Inventory;Containers;15;Janssen Internal User;2;Edit Container;0
